7.627244562889311519e-01,-3.292421058075974960e-01,5.291706047162119536e-02,1.182906612130789403e+00
2.435839048312570254e-01,3.892215584467432210e-01,1.277671569619095726e-01,2.400377430640761034e-01
2.399045742227339240e-01,2.890062573533451751e-01,5.504205456560921084e-01,2.522860242110593898e+00
2.017337393798998013e-01,4.371104008146486919e-01,1.206314964598525774e-01,1.966167726084445899e+00
3.133572656162620929e-01,1.333046687643014483e+00,7.858863649353088343e-01,9.318805196381181599e-02
4.475208224915282473e-01,-1.711201851465071311e+00,1.728767278221484405e-01,8.398321721056106748e-01
2.794330429107882985e-02,4.668774814529678130e-01,8.501589432974283600e-01,1.816879307122968967e+00
1.195478309706005104e-01,-3.398841748260116313e-01,1.145954395567711642e-01,1.184494503636250862e+00
3.155067586868676166e-01,5.825205442072267648e-02,2.658802588614757045e+00,1.072390923478839728e-02
3.057992675145819739e-01,-6.492247153949022298e-01,1.416493148275622227e+00,1.246047866730270792e+00
4.263576874770091951e-01,5.482927040389030671e-01,1.501742881827123287e-04,1.805318183392793596e+00
2.095918982651032714e-01,1.438886422387774533e-01,1.187589042258262451e+00,1.375408063919863755e-01
1.979428266179336093e-01,2.564763400581260289e-02,1.842691502298475633e-03,2.755268758862018608e+00
9.371428597867363930e-01,1.150189601661526950e+00,6.200711143586410401e-01,1.018820719993230872e+00
8.407929688597011175e-01,9.481348773864447521e-01,6.723493128988314305e-02,4.638392567832505975e+00
6.035198941372733605e-01,2.075762615105213316e-01,1.786570491973583363e-01,1.271262044123274149e-01
4.933467167383143170e-01,1.468883811371205050e+00,3.393028639965778304e-01,1.979166164001964767e-01
2.612067286143613387e-01,7.046408935431256459e-01,9.569215169485365546e-01,1.133939127660662516e+00
5.200505530143516575e-01,5.720686471988049027e-01,2.332613580505268347e-01,1.324623864497622427e-01
3.366858187545140879e-02,-1.933585848177603594e-01,6.639120599636186282e-02,8.083153840361794185e-01
2.930500945628911058e-01,2.956556698734530197e+00,1.102166732760579693e-01,1.167628123674139262e+00
4.012997023350557413e-01,-4.946437993795521626e-01,3.251939269708174485e-01,1.694842753103291064e-02
3.473793848522895855e-01,-3.965834875760045897e-01,1.672716023454668688e-01,3.179237838070623767e-01
1.879362774152644189e-01,-8.913027031438334191e-01,1.060185186878366714e+00,8.673677869309764921e-01
5.701422342413138278e-01,-8.104578258474381958e-01,1.153049183986992965e+00,1.258200353011214911e+00
2.565473795995725226e-01,2.322404899882609008e+00,9.724353962909607074e-02,1.598608625604608369e-02
5.777674218904810255e-01,1.338914625293711858e+00,5.026693631584187028e-01,2.491305202416902453e+00
2.262216974238325795e-01,5.664957411692302935e-01,5.090270188691375930e-02,4.008325206820178011e+00
9.832367792911937965e-01,1.571317464589142787e+00,4.750173696104471599e-01,1.728961648407272511e+00
2.031670005281216440e-02,-6.820769560634143414e-02,7.473058697704200171e-01,6.846530731776003798e-01
3.746464961474795796e-01,2.684837115215823022e+00,1.757595490502434354e-01,2.302304182552213696e+00
1.318175494396564007e-01,2.281378204250606778e+00,1.442537194452242211e-01,4.234410744613514854e-01
5.333928799232677820e-01,1.069445633949945185e+00,2.969542308180147527e-01,4.472558730779832015e-01
4.840957333482304170e-01,1.659780273785501414e+00,3.849611286409789113e+00,1.070038754461344749e-01
5.464734662315092750e-01,6.290084138150199289e-01,2.131949708376086328e+00,6.545790924797737498e-01
3.162883968220273623e-01,7.757960355639783590e-01,1.334100122121308352e-01,8.043840164848741203e-01
7.646787282393309182e-01,-3.970818861224709728e-01,5.083604580007238249e-01,2.317222481134182388e+00
3.869272919163500024e-01,2.124685505823695753e-01,2.657241990748698601e+00,3.186390506034618486e+00
2.321309105012031582e-01,2.975370162814505726e-01,9.448111206639824289e-01,2.290151071777489111e+00
5.991235947597983724e-03,5.035043198746630422e-02,5.906921215950090148e-02,1.247945314538987160e+00
2.851662563160276553e-01,2.353775833759895963e+00,1.309624564191648986e-02,1.020228087844150089e+00
2.745326370942245964e-01,2.125549613368427959e+00,1.031216766524604587e-03,5.545466995131610455e-01
9.090596652002091993e-02,-1.694463282644749658e+00,9.350455783739410054e-02,2.188968790801624653e+00
6.288314643631323086e-01,-8.636808421891324361e-01,2.035818816362407885e-02,6.856470603625798577e-02
7.814672487322893435e-01,4.968436258536567673e-01,4.098131182997065691e-01,6.064078842793308999e-01
6.452527869232179691e-01,1.057781474606617200e+00,3.771815611909608568e-01,1.069831522785081201e+00
3.602895194693681580e-01,4.314109785267592478e-01,6.799451454089600055e-02,2.635770109595902078e+00
2.437110931185378915e-01,-1.015565263950070074e+00,5.976633553951284442e-03,7.394744336129610573e-01
9.741969149426338292e-01,-6.725356705202465424e-01,8.308556911656496125e-01,8.491147665115684751e-01
1.738572829067455139e-01,2.710870206242991243e-01,4.963154444804263737e-02,1.048855400355199613e-01
4.711189085971326795e-01,-6.091332987621091988e-01,4.854238953156358310e-02,1.724633282877594986e+00
5.615760954108619529e-01,-6.655421646405519365e-01,1.960442016377949084e-02,5.450618214705061915e-01
9.080487877216698589e-01,7.575323602481500718e-01,2.469790856599162615e-02,1.024573324378815098e+00
6.369562922428451124e-02,5.507569370865961211e-01,4.353362900997620466e-01,1.751132076566682405e-01
1.514069717118671221e-01,2.864589122495752260e+00,2.762732658548252118e+00,3.852371547920456774e-01
5.774642135608379911e-01,4.230006530021916400e-01,8.359925838988560010e-01,5.418900864469891054e-01
4.125034863557568432e-01,6.969713249515330222e-01,1.817603425765739952e-02,1.784715509199875871e+00
6.228709099939570004e-01,-7.946190354350950447e-01,8.959617754132469247e-02,5.880035093422968789e-02
4.511625274540118635e-01,1.171027103029029126e+00,5.992287401689833093e-02,5.183341239424673397e+00
6.468729095333459744e-01,-1.008240259508580428e-01,3.638080943161511316e-01,4.245131611875926358e-01
8.404953129944284784e-01,1.133394299466129018e+00,3.828549219064246167e-01,1.049965122635314385e+00
8.055593382924401968e-01,9.003673573682011710e-01,2.024037320515847393e-01,3.018890808626845668e-01
2.132918103413796729e-01,-4.106301943680989996e-01,3.099434103194664281e-01,7.749810883106070247e-02
1.721715146328882673e-01,-1.220551985676965323e-01,5.907557203551944136e-01,2.070444469786558717e+00
8.618916249102521743e-01,-7.872313663925722960e-01,3.313593074540008288e-02,6.773632033186212376e-02
1.833320272036184084e-01,-5.574599875820540618e-02,1.412737667814317755e-02,7.183533868452526283e-01
7.880497201766744064e-01,8.121613277710046930e-01,2.343117238717786210e-01,3.619441400984110935e+00
2.012659439284631979e-01,1.325843716694679930e+00,1.975576548535845980e-02,2.403046423194910852e-01
4.574417806310692169e-01,1.939784320203689072e+00,6.961121379139263432e-01,1.220808073202302335e+00
3.062425913040458525e-01,7.224501669662299896e-01,4.589307319627505127e-02,6.639986100525523405e-01
4.538348500568502031e-01,3.550605692481617615e-01,2.313697053564788345e-02,3.897806176722682370e+00
6.948713051102999305e-01,-1.318152382084277763e-01,1.598130321448208990e-01,6.910465959860045970e-01
2.961244883714889697e-01,2.396345535998456455e+00,1.102253379708213396e-02,4.563711832246453715e-01
3.244449526249093552e-02,1.525393891734749818e-01,1.233394071036714612e+00,2.192037260369311680e-02
2.861710999018081125e-01,-1.202889636646747640e+00,2.287744233784780139e-03,1.626239065802482786e+00
4.805540208694590865e-01,1.796432088580037778e-01,1.337153989050768876e+00,9.563140249893482547e-01
6.340060914513057089e-02,-6.655822941644160551e-01,2.538536184996130485e-02,5.458547759772197638e-01
5.249342674066199699e-01,1.215495657684272590e+00,1.598865416322648336e+00,4.638371890328030211e-01
9.962699247691063631e-01,9.029247130133152277e-01,1.518929726541074117e-02,5.873903871240352403e-01
1.083541694417985424e-01,-1.987854210563078095e-02,4.393966812565529984e-02,4.075583945947406916e-01
4.071845414207748703e-01,-3.981944024048361674e-01,9.240974158213814960e-01,1.280969890425703639e+00
9.403368111366285920e-01,-2.618094719162455952e-02,2.065193461859198276e-01,3.916023408310410625e-01
4.809922120275766932e-02,1.011292318036698945e-01,1.147065735503934647e+00,1.194677360548307643e+00
7.710465540547545293e-01,8.312302353672409438e-01,2.986144067493847198e-01,1.009376644261178679e+00
5.696246391861492508e-02,1.826839689118079924e-01,7.169679175372724034e-01,7.858188078329425563e-01
6.796993653249574496e-01,2.452073018887046985e+00,2.150927351984945404e-02,2.597787843397477925e+00
8.880875290221721396e-01,-3.592662362886587246e-01,6.443851920834988700e-01,2.289417268570935082e+00
3.531951614165264042e-01,9.833119030817346617e-01,3.473629961836567359e-01,2.888710514619391212e+00
9.388843981966459307e-01,-2.602758126770736702e-01,4.556085873423544874e-01,7.791197993158537338e-01
7.183205264383722977e-01,6.578539928649945745e-01,6.449366222197182308e-03,2.153212761439667056e-01
9.398979400274856122e-01,2.198812063743542655e+00,1.327782676100237869e-02,2.925374156088505484e-01
3.915908392141207450e-01,8.977807934539395740e-01,5.529673736625838456e-05,1.833715832784898359e+00
2.533755582075122303e-01,3.729264806018523504e-01,5.763923776581678649e-01,1.275329135650550949e+00
4.397325570590649990e-01,3.534135128247830604e-01,1.426395199245247936e+00,9.133710798012576459e-01
6.538193389086710550e-01,-4.360674366656290823e-01,6.430855483981827436e-02,2.187639975813204796e+00
6.335243940285335551e-01,8.355105570149795602e-02,1.513535990728152869e-01,4.128601717213540440e-02
1.981889372047491715e-01,-1.175489147522448707e+00,1.435103611525386791e+00,2.394886326942372579e-01
7.146220932438698270e-01,9.378694399358216138e-01,1.699211849293905119e-01,1.203106972578833256e+00
2.496068520730955198e-01,1.852921048786118963e+00,1.749466208049230920e+00,2.094119331799602635e-01
7.594700923051330710e-01,-4.609597815734244319e-01,6.642281623450326800e-01,1.527837454988838939e+00
